"ID";"Onderwijssectoren";"Perioden";"TotaalUitgavenAanOnderwijs_1";"TotaalOverheid_2";"TotaalAanOnderwijsinstellingen_3";"LumpsumFinanciering_4";"Contractonderzoek_5";"Apparaatskosten_6";"TotaalSubsidieEnFiscaleRegelingen_7";"EducatiefDeelDagbestPeuterspeelz_8";"Leerlingenvervoer_9";"OnderwijsvoorzieningenJonggehandicapten_10";"TegemoetkomingSchoolkosten_11";"BegeleidingskostenLeerBedrijven_12";"StudiefinancieringGiften_13";"StudiefinancieringLeningen_14";"TotaalOntvangsten_15";"EUSubsidieregelingen_16";"TerugontvangenStudiefinancieringEn_17";"RenteOpStudieleningen_18";"AflossingenOpStudieleningen_19";"TotaalHuishoudens_20";"TotaalAanOnderwijsinstellingen_21";"LesEnCollegegeldBekostigdOnderwijs_22";"LesEnCollegegeldParticulOnderwijs_23";"OuderbijdragenEnSchoolactiviteiten_24";"TotaalOverigeUitgaven_25";"EducatiefDeelDagbestPeuterspeelz_26";"BoekenLeermiddelenOVEnBijles_27";"TeveelOntvangenStudiefinancieringEn_28";"RenteOpStudieleningen_29";"AflossingenOpStudieleningen_30";"TotaalOntvangenBijdragen_31";"KinderopvangtoeslagEducatiefDeel_32";"OnderwijsvoorzieningenJonggehandicapten_33";"TegemoetkomingSchoolkosten_34";"StudiebeurzenVanBedrijven_35";"StudiefinancieringVoorLesEnColl_36";"StudiefinancieringVoorLevensonderhoud_37";"StudiefinancieringLeningen_38";"TotaalBedrijven_39";"TotaalAanOnderwijsinstellingen_40";"BegeleidingDualeLeerlingenStagiairs_41";"LesEnCollegegeldParticulOnderwijs_42";"Contractonderzoek_43";"TotaalOverigeUitgaven_44";"KinderopvangtoeslagEducatiefDeel_45";"Studiebeurzen_46";"TotaalOntvangenSubsidies_47";"Leerlingenvervoer_48";"BegeleidingskostenLeerBedrijven_49";"TotaalBuitenland_50";"TotaalAanOnderwijsinstellingen_51";"InternationaleMiddelen_52";"Contractonderzoek_53";"EUSubsidieregelingen_54";"TotaalUitgavenAanOnderwijs_55";"InBbp_56";"PerHoofdVanDeBevolking_57";"TotaalOverheidsuitgavenAanOnderwijs_58";"InBbp_59";"InVanDeTotaleOverheidsuitgaven_60";"TotaalAanOnderwijsinstellingen_61";"TotaalInBbp_62";"Overheid_63";"HuishoudensBedrijvenBuitenland_64";"PerDeelnemerInclusiefRD_65";"PerDeelnemerExclusiefRD_66"
"54";"A048576";"2021JJ00";"14644";"14065";"13691";"   13398";"";"293";"379";"235";"     134";"      10";"";"";"";"";"5";"5";"";"";"";"473";"186";"";"73";"113";"557";"437";"120";"";"";"";"270";"260";"      10";"";"0";"";"";"";"88";"";"";"";"";"88";"88";"0";"";"134";"";"18";"13";"13";"";"5";"   14643";"1.7";"838";"14070";"1.6";"3.5";"13890";"     1.6";"1.6";"0.0";"    9370";"    9370"
"55";"A048576";"2022JJ00";"16723";"16037";"15654";"   15346";"";"309";"389";"240";"     139";"      10";"";"";"";"";"6";"6";"";"";"";"571";"219";"";"72";"147";"632";"476";"156";"";"";"";"280";"270";"      10";"";"0";"";"";"";"97";"";"";"";"";"97";"97";"0";"";"139";"";"18";"12";"12";"";"6";"   16723";"1.8";"951";"16043";"1.7";"3.8";"15885";"     1.7";"1.6";"0.0";"   10794";"   10794"
"56";"A048577";"1995JJ00";".";".";".";"       .";"";".";".";"";"       .";"       .";"";"";"";"";"0";"0";"";"";"";".";".";"";".";".";".";"";".";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";".";"";"0";"0";"0";"";"0";"       .";".";".";".";".";".";".";"       .";".";".";"       .";"       ."
"57";"A048577";"1996JJ00";".";".";".";"       .";"";".";".";"";"       .";"       .";"";"";"";"";"0";"0";"";"";"";".";".";"";".";".";".";"";".";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";".";"";"0";"0";"0";"";"0";"       .";".";".";".";".";".";".";"       .";".";".";"       .";"       ."
"58";"A048577";"1997JJ00";"4520";"4406";"4351";"    4095";"";"256";"55";"";"      55";"       .";"";"";"";"";"0";"0";"";"";"";"115";"79";"";"26";"53";"36";"";"36";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"55";"";"0";"0";"0";"";"0";"    4520";"1.2";"290";"4406";"1.2";"2.6";"4430";"     1.2";"1.2";"0.0";"    2835";"    2835"
"59";"A048577";"1998JJ00";"5094";"4973";"4916";"    4639";"";"277";"57";"";"      57";"       .";"";"";"";"";"0";"0";"";"";"";"121";"84";"";"29";"54";"37";"";"37";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"57";"";"0";"0";"0";"";"0";"    5094";"1.3";"325";"4973";"1.3";"2.8";"5000";"     1.3";"1.2";"0.0";"    3166";"    3166"
"60";"A048577";"1999JJ00";"5435";"5311";"5252";"    4940";"";"312";"60";"";"      60";"       .";"";"";"";"";"0";"0";"";"";"";"124";"87";"";"30";"56";"37";"";"37";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"60";"";"0";"0";"0";"";"0";"    5435";"1.3";"345";"5311";"1.3";"2.9";"5338";"     1.3";"1.3";"0.0";"    3353";"    3353"
"61";"A048577";"2000JJ00";"6080";"5952";"5890";"    5559";"";"331";"62";"";"      62";"       .";"";"";"";"";"0";"0";"";"";"";"128";"89";"";"32";"58";"38";"";"38";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"62";"";"0";"0";"0";"";"0";"    6080";"1.3";"383";"5952";"1.3";"3.1";"5979";"     1.3";"1.3";"0.0";"    3740";"    3740"
"62";"A048577";"2001JJ00";"6886";"6755";"6689";"    6334";"";"355";"66";"";"      66";"       .";"";"";"";"";"0";"0";"";"";"";"131";"92";"";"36";"57";"39";"";"39";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"66";"";"0";"0";"0";"";"0";"    6886";"1.4";"431";"6755";"1.4";"3.3";"6781";"     1.4";"1.4";"0.0";"    4231";"    4231"
"63";"A048577";"2002JJ00";"7574";"7431";"7363";"    6964";"";"399";"68";"";"      68";"       .";"";"";"";"";"0";"0";"";"";"";"143";"100";"";"42";"59";"43";"";"43";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"68";"";"0";"0";"0";"";"0";"    7574";"1.5";"470";"7431";"1.5";"3.4";"7463";"     1.5";"1.5";"0.0";"    4646";"    4646"
"64";"A048577";"2003JJ00";"8184";"8036";"7965";"    7659";"";"306";"71";"";"      71";"       .";"";"";"";"";"0";"0";"";"";"";"148";"103";"";"43";"60";"45";"";"45";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"71";"";"0";"0";"0";"";"0";"    8184";"1.6";"505";"8036";"1.6";"3.5";"8067";"     1.6";"1.6";"0.0";"    5026";"    5026"
"65";"A048577";"2004JJ00";"8156";"8001";"7923";"    7660";"";"263";"78";"";"      78";"       .";"";"";"";"";"0";"0";"";"";"";"155";"108";"";"48";"60";"46";"";"46";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"78";"";"0";"0";"0";"";"0";"    8156";"1.5";"502";"8001";"1.5";"3.5";"8032";"     1.5";"1.5";"0.0";"    5003";"    5003"
"66";"A048577";"2005JJ00";"8526";"8366";"8288";"    8034";"";"254";"78";"";"      78";"       .";"";"";"";"";"0";"0";"";"";"";"160";"112";"";"51";"61";"48";"";"48";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"78";"";"0";"0";"0";"";"0";"    8526";"1.5";"523";"8366";"1.5";"3.6";"8400";"     1.5";"1.5";"0.0";"    5228";"    5228"
"67";"A048577";"2006JJ00";"8624";"8461";"8372";"    8111";"";"261";"89";"";"      89";"       .";"";"";"";"";"0";"0";"";"";"";"163";"116";"";"54";"62";"47";"";"47";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"89";"";"0";"0";"0";"";"0";"    8624";"1.5";"528";"8461";"1.4";"3.4";"8488";"     1.5";"1.4";"0.0";"    5286";"    5286"
"68";"A048577";"2007JJ00";"8695";"8526";"8435";"    8206";"";"230";"91";"";"      91";"       .";"";"";"";"";"0";"0";"";"";"";"169";"121";"";"58";"63";"48";"";"48";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"91";"";"0";"0";"0";"";"0";"    8695";"1.4";"532";"8526";"1.4";"3.3";"8556";"     1.4";"1.4";"0.0";"    5327";"    5327"
"69";"A048577";"2008JJ00";"9222";"9028";"8930";"    8697";"";"234";"97";"";"      97";"       .";"";"";"";"";"0";"0";"";"";"";"178";"128";"";"61";"67";"49";"";"49";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"97";"";"16";"16";"16";"";"0";"    9222";"1.4";"562";"9028";"1.4";"3.2";"9075";"     1.4";"1.4";"0.0";"    5645";"    5645"
"70";"A048577";"2009JJ00";"9703";"9516";"9412";"    9139";"";"273";"104";"";"      98";"       7";"";"";"";"";"0";"0";"";"";"";"171";"127";"";"58";"69";"51";"";"51";"";"";"";"7";"";"       7";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"98";"";"16";"16";"16";"";"0";"    9703";"1.6";"589";"9516";"1.5";"3.2";"9555";"     1.5";"1.5";"0.0";"    5956";"    5956"
"71";"A048577";"2010JJ00";"9865";"9615";"9418";"    9109";"";"309";"197";"92";"      97";"       8";"";"";"";"";"0";"0";"";"";"";"217";"130";"";"55";"75";"165";"111";"53";"";"";"";"77";"70";"       8";"";"0";"";"";"";"17";"";"";"";"";"17";"17";"0";"";"97";"";"16";"16";"16";"";"0";"    9865";"1.5";"595";"9615";"1.5";"3.1";"9563";"     1.5";"1.5";"0.0";"    6023";"    6023"
"72";"A048577";"2011JJ00";"9951";"9585";"9277";"    8973";"";"304";"307";"202";"      97";"       9";"";"";"";"";"0";"0";"";"";"";"312";"131";"";"52";"79";"350";"297";"53";"";"";"";"168";"160";"       9";"";"0";"";"";"";"41";"";"";"";"";"41";"41";"0";"";"97";"";"13";"13";"13";"";"0";"    9951";"1.5";"597";"9585";"1.5";"3.1";"9421";"     1.4";"1.4";"0.0";"    6038";"    6038"
"73";"A048577";"2012JJ00";"9929";"9506";"9251";"    8954";"";"297";"255";"151";"      95";"       9";"";"";"";"";"0";"0";"";"";"";"350";"141";"";"56";"85";"354";"301";"54";"";"";"";"145";"137";"       9";"";"0";"";"";"";"60";"";"";"";"";"60";"60";"0";"";"95";"";"13";"13";"13";"";"0";"    9929";"1.5";"594";"9506";"1.5";"3.1";"9405";"     1.4";"1.4";"0.0";"    6109";"    6109"
"74";"A048577";"2013JJ00";"10164";"9724";"9493";"    9173";"";"320";"231";"128";"      94";"       9";"";"";"";"";"0";"0";"";"";"";"364";"146";"";"61";"85";"340";"283";"57";"";"";"";"122";"112";"       9";"";"0";"";"";"";"63";"";"";"";"";"63";"63";"0";"";"94";"";"13";"13";"13";"";"0";"   10164";"1.5";"606";"9724";"1.5";"3.2";"9652";"     1.5";"1.4";"0.0";"    6329";"    6329"
"75";"A048577";"2014JJ00";"9852";"9416";"9199";"    8891";"";"309";"217";"113";"      96";"       8";"";"";"";"";"0";"0";"";"";"";"366";"157";"";"65";"92";"310";"256";"54";"";"";"";"101";"93";"       8";"";"0";"";"";"";"56";"";"";"";"";"56";"56";"0";"";"96";"";"14";"14";"14";"";"0";"    9852";"1.5";"585";"9416";"1.4";"3.1";"9369";"     1.4";"1.4";"0.0";"    6232";"    6232"
"76";"A048577";"2015JJ00";"9826";"9385";"9189";"    8917";"";"272";"196";"94";"      93";"       8";"";"";"";"";"0";"0";"";"";"";"368";"163";"";"72";"91";"303";"249";"54";"";"";"";"98";"90";"       8";"";"0";"";"";"";"59";"";"";"";"";"59";"59";"0";"";"93";"";"14";"14";"14";"";"0";"    9826";"1.4";"582";"9385";"1.4";"3.0";"9367";"     1.4";"1.3";"0.0";"    6286";"    6286"
"77";"A048577";"2016JJ00";"9867";"9402";"9174";"    8907";"";"267";"228";"123";"      96";"       9";"";"";"";"";"0";"0";"";"";"";"385";"161";"";"71";"90";"352";"297";"55";"";"";"";"128";"120";"       8";"";"0";"";"";"";"66";"";"";"";"";"66";"66";"0";"";"96";"";"14";"14";"14";"";"0";"    9867";"1.4";"581";"9402";"1.3";"3.0";"9349";"     1.3";"1.3";"0.0";"    6377";"    6377"
"78";"A048577";"2017JJ00";"10168";"9714";"9495";"    9260";"";"235";"219";"113";"      98";"       9";"";"";"";"";"0";"0";"";"";"";"384";"172";"";"75";"97";"331";"268";"63";"";"";"";"119";"110";"       9";"";"0";"";"";"";"56";"";"";"";"";"56";"56";"0";"";"98";"";"14";"14";"14";"";"0";"   10168";"1.4";"595";"9714";"1.3";"3.1";"9681";"     1.3";"1.3";"0.0";"    6662";"    6662"
"79";"A048577";"2018JJ00";"10754";"10255";"9987";"    9759";"";"228";"268";"154";"     105";"       9";"";"";"";"";"0";"0";"";"";"";"403";"174";"";"79";"95";"417";"340";"78";"";"";"";"188";"180";"       9";"";"0";"";"";"";"82";"";"";"";"";"82";"82";"0";"";"105";"";"13";"13";"13";"";"0";"   10754";"1.4";"626";"10255";"1.3";"3.1";"10174";"     1.3";"1.3";"0.0";"    7111";"    7111"
"80";"A048577";"2019JJ00";"11311";"10768";"10463";"   10210";"";"253";"305";"182";"     113";"       9";"";"";"";"";"0";"0";"";"";"";"442";"179";"";"79";"100";"488";"412";"76";"";"";"";"225";"216";"       9";"";"0";"";"";"";"88";"";"";"";"";"88";"88";"0";"";"113";"";"13";"13";"13";"";"0";"   11311";"1.4";"655";"10767";"1.3";"3.2";"10655";"     1.3";"1.3";"0.0";"    7503";"    7503"
"81";"A048577";"2020JJ00";"11932";"11419";"11061";"   10807";"";"254";"358";"231";"     119";"       7";"";"";"";"";"0";"0";"";"";"";"414";"169";"";"79";"90";"507";"429";"79";"";"";"";"262";"255";"       7";"";"0";"";"";"";"86";"";"";"";"";"86";"86";"0";"";"119";"";"13";"13";"13";"";"0";"   11932";"1.5";"685";"11419";"1.4";"3.0";"11243";"     1.4";"1.4";"0.0";"    7951";"    7951"
"82";"A048577";"2021JJ00";"12965";"12409";"12040";"   11767";"";"273";"369";"235";"     125";"       9";"";"";"";"";"0";"0";"";"";"";"455";"177";"";"73";"104";"547";"437";"110";"";"";"";"269";"260";"       9";"";"0";"";"";"";"88";"";"";"";"";"88";"88";"0";"";"125";"";"13";"13";"13";"";"0";"   12965";"1.5";"742";"12409";"1.4";"3.1";"12230";"     1.4";"1.4";"0.0";"    8674";"    8674"
"83";"A048577";"2022JJ00";"14900";"14245";"13866";"   13578";"";"288";"379";"240";"     130";"       9";"";"";"";"";"0";"0";"";"";"";"547";"208";"";"72";"136";"618";"476";"142";"";"";"";"279";"270";"       9";"";"0";"";"";"";"97";"";"";"";"";"97";"97";"0";"";"130";"";"12";"12";"12";"";"0";"   14900";"1.6";"847";"14245";"1.5";"3.4";"14086";"     1.5";"1.4";"0.0";"   10064";"   10064"
"84";"A048578";"1995JJ00";".";".";".";"       .";"";".";".";"";"       .";"       .";"";"";"";"";"0";"0";"";"";"";".";".";"";".";".";".";"";".";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";".";"";"0";"0";"0";"";"0";"       .";".";".";".";".";".";".";"       .";".";".";"       .";"       ."
"85";"A048578";"1996JJ00";".";".";".";"       .";"";".";".";"";"       .";"       .";"";"";"";"";"0";"0";"";"";"";".";".";"";".";".";".";"";".";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";".";"";"0";"0";"0";"";"0";"       .";".";".";".";".";".";".";"       .";".";".";"       .";"       ."
"86";"A048578";"1997JJ00";"712";"694";"691";"     675";"";"16";"3";"";"       3";"       .";"";"";"";"";"0";"0";"";"";"";"17";"10";"";"";"10";"8";"";"8";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"3";"";"0";"0";"0";"";"0";"     712";"0.2";"46";"694";"0.2";"0.4";"701";"     0.2";"0.2";"0.0";"    8720";"    8720"
"87";"A048578";"1998JJ00";"765";"747";"744";"     727";"";"17";"3";"";"       3";"       .";"";"";"";"";"0";"0";"";"";"";"18";"10";"";"";"10";"8";"";"8";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"3";"";"0";"0";"0";"";"0";"     765";"0.2";"49";"747";"0.2";"0.4";"753";"     0.2";"0.2";"0.0";"    9349";"    9349"
"88";"A048578";"1999JJ00";"735";"715";"711";"     692";"";"19";"4";"";"       4";"       .";"";"";"";"";"0";"0";"";"";"";"20";"12";"";"";"12";"9";"";"9";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"4";"";"0";"0";"0";"";"0";"     735";"0.2";"47";"715";"0.2";"0.4";"723";"     0.2";"0.2";"0.0";"    8938";"    8938"
"89";"A048578";"2000JJ00";"721";"699";"695";"     673";"";"22";"4";"";"       4";"       .";"";"";"";"";"0";"0";"";"";"";"22";"14";"";"";"14";"9";"";"9";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"4";"";"0";"0";"0";"";"0";"     721";"0.2";"45";"699";"0.2";"0.4";"709";"     0.2";"0.2";"0.0";"    8707";"    8707"
"90";"A048578";"2001JJ00";"809";"786";"782";"     758";"";"24";"4";"";"       4";"       .";"";"";"";"";"0";"0";"";"";"";"23";"14";"";"";"14";"9";"";"9";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"4";"";"0";"0";"0";"";"0";"     809";"0.2";"51";"786";"0.2";"0.4";"796";"     0.2";"0.2";"0.0";"    9641";"    9641"
"91";"A048578";"2002JJ00";"959";"946";"941";"     914";"";"27";"5";"";"       5";"       .";"";"";"";"";"0";"0";"";"";"";"13";"4";"";"";"4";"9";"";"9";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"5";"";"0";"0";"0";"";"0";"     959";"0.2";"60";"946";"0.2";"0.4";"946";"     0.2";"0.2";"0.0";"   11237";"   11237"
"92";"A048578";"2003JJ00";"1105";"1091";"1087";"    1066";"";"21";"5";"";"       5";"       .";"";"";"";"";"0";"0";"";"";"";"13";"5";"";"";"5";"9";"";"9";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"5";"";"0";"0";"0";"";"0";"    1105";"0.2";"68";"1091";"0.2";"0.5";"1091";"     0.2";"0.2";"0.0";"   12819";"   12819"
"93";"A048578";"2004JJ00";"1136";"1122";"1117";"    1099";"";"18";"5";"";"       5";"       .";"";"";"";"";"0";"0";"";"";"";"14";"5";"";"";"5";"9";"";"9";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"5";"";"0";"0";"0";"";"0";"    1136";"0.2";"70";"1122";"0.2";"0.5";"1121";"     0.2";"0.2";"0.0";"   13239";"   13239"
"94";"A048578";"2005JJ00";"1122";"1107";"1101";"    1084";"";"17";"5";"";"       5";"       .";"";"";"";"";"0";"0";"";"";"";"15";"5";"";"";"5";"11";"";"11";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"5";"";"0";"0";"0";"";"0";"    1122";"0.2";"69";"1107";"0.2";"0.5";"1106";"     0.2";"0.2";"0.0";"   13184";"   13184"
"95";"A048578";"2006JJ00";"1165";"1148";"1142";"    1124";"";"18";"6";"";"       6";"       .";"";"";"";"";"0";"0";"";"";"";"17";"5";"";"";"5";"12";"";"12";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"6";"";"0";"0";"0";"";"0";"    1165";"0.2";"71";"1148";"0.2";"0.5";"1147";"     0.2";"0.2";"0.0";"   13832";"   13832"
"96";"A048578";"2007JJ00";"1196";"1170";"1171";"    1154";"";"18";"7";"";"       7";"       .";"";"";"";"";"8";"8";"";"";"";"18";"5";"";"";"5";"13";"";"13";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"7";"";"8";"0";"0";"";"8";"    1196";"0.2";"73";"1178";"0.2";"0.4";"1176";"     0.2";"0.2";"0.0";"   14373";"   14373"
"97";"A048578";"2008JJ00";"1274";"1244";"1249";"    1232";"";"18";"7";"";"       7";"       .";"";"";"";"";"13";"13";"";"";"";"18";"5";"";"";"5";"13";"";"13";"";"";"";"";"";"       .";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"7";"";"13";"0";"0";"";"13";"    1274";"0.2";"78";"1257";"0.2";"0.5";"1254";"     0.2";"0.2";"0.0";"   15635";"   15635"
"98";"A048578";"2009JJ00";"1298";"1273";"1278";"    1258";"";"21";"8";"";"       7";"       1";"";"";"";"";"14";"14";"";"";"";"12";"5";"";"";"5";"7";"";"7";"";"";"";"1";"";"       1";"";"0";"";"";"";"";"";"";"";"";"0";"";"0";"";"7";"";"14";"0";"0";"";"14";"    1298";"0.2";"79";"1286";"0.2";"0.4";"1283";"     0.2";"0.2";"0.0";"   16416";"   16416"
"99";"A048578";"2010JJ00";"1340";"1320";"1320";"    1296";"";"24";"8";"";"       7";"       1";"";"";"";"";"8";"8";"";"";"";"12";"5";"";"";"5";"8";"";"8";"";"";"";"1";"";"       1";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"";"7";"";"8";"0";"0";"";"8";"    1340";"0.2";"81";"1328";"0.2";"0.4";"1325";"     0.2";"0.2";"0.0";"   17129";"   17129"
"100";"A048578";"2011JJ00";"1316";"1296";"1296";"    1273";"";"23";"8";"";"       7";"       1";"";"";"";"";"8";"8";"";"";"";"12";"5";"";"";"5";"7";"";"7";"";"";"";"1";"";"       1";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"";"7";"";"8";"0";"0";"";"8";"    1316";"0.2";"79";"1305";"0.2";"0.4";"1302";"     0.2";"0.2";"0.0";"   16987";"   16987"
"101";"A048578";"2012JJ00";"1331";"1305";"1312";"    1289";"";"22";"8";"";"       7";"       1";"";"";"";"";"14";"14";"";"";"";"11";"5";"";"";"6";"6";"";"6";"";"";"";"1";"";"       1";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"";"7";"";"14";"0";"0";"";"14";"    1331";"0.2";"80";"1319";"0.2";"0.4";"1317";"     0.2";"0.2";"0.0";"   17584";"   17584"
"102";"A048578";"2013JJ00";"1364";"1352";"1345";"    1323";"";"22";"7";"";"       7";"       1";"";"";"";"";"0";"0";"";"";"";"12";"6";"";"";"6";"7";"";"7";"";"";"";"1";"";"       1";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"";"7";"";"0";"0";"0";"";"0";"    1364";"0.2";"81";"1352";"0.2";"0.4";"1351";"     0.2";"0.2";"0.0";"   18795";"   18795"
"103";"A048578";"2014JJ00";"1279";"1268";"1261";"    1240";"";"20";"7";"";"       6";"       1";"";"";"";"";"0";"0";"";"";"";"11";"6";"";"";"6";"6";"";"6";"";"";"";"1";"";"       1";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"";"6";"";"0";"0";"0";"";"0";"    1279";"0.2";"76";"1268";"0.2";"0.4";"1267";"     0.2";"0.2";"0.0";"   18344";"   18344"
"104";"A048578";"2015JJ00";"1315";"1292";"1297";"    1281";"";"16";"6";"";"       6";"       1";"";"";"";"";"11";"11";"";"";"";"11";"6";"";"";"6";"6";"";"6";"";"";"";"1";"";"       1";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"";"6";"";"11";"0";"0";"";"11";"    1315";"0.2";"78";"1304";"0.2";"0.4";"1303";"     0.2";"0.2";"0.0";"   19624";"   19624"
